Dia da semana;Data;Hora;Umidade solo;Umidade Ambiente;Temperatura;Volume �gua (L)
Quinta;19/10/2023;13:48;56;58;26;0
Quinta;19/10/2023;13:48;62;58;26;1,15
Quinta;19/10/2023;13:48;56;58;26;0
Quinta;19/10/2023;13:48;62;58;26;1,81
Quinta;19/10/2023;13:48;56;58;26;0
Quinta;19/10/2023;13:48;63;58;26;4,03
Quinta;19/10/2023;13:48;56;58;26;0
Quinta;19/10/2023;13:48;65;58;26;0,61
Quinta;19/10/2023;13:48;56;58;26;0
Quinta;19/10/2023;13:48;62;58;26;1,67
Quinta;19/10/2023;13:48;56;58;26;0
Quinta;19/10/2023;13:48;63;58;26;0,41
Quinta;19/10/2023;13:48;55;58;26;0
Quinta;19/10/2023;13:48;62;58;26;6,38
Quinta;19/10/2023;13:49;56;58;26;0
Quinta;19/10/2023;13:49;62;58;26;4,58
Quinta;19/10/2023;13:49;56;58;26;0
Quinta;19/10/2023;13:49;62;58;26;1,85
Quinta;19/10/2023;13:49;56;58;26;0
Quinta;19/10/2023;13:49;62;58;26;0,35
Quinta;19/10/2023;13:49;56;58;26;0
Quinta;19/10/2023;13:49;62;58;26;1,7
Quinta;19/10/2023;13:49;55;58;26;0
Quinta;19/10/2023;13:49;62;58;26;3,2
Quinta;19/10/2023;13:49;56;58;26;0
Quinta;19/10/2023;13:49;62;58;26;0,77
Quinta;19/10/2023;13:49;55;58;26;0
Quinta;19/10/2023;13:49;62;58;26;1,55
Quinta;19/10/2023;13:49;56;58;26;0
Quinta;19/10/2023;13:49;63;58;26;4,19
Quinta;19/10/2023;13:49;56;58;26;0
Quinta;19/10/2023;13:49;62;58;26;0,57
Quinta;19/10/2023;13:49;55;58;26;0
Quinta;19/10/2023;13:49;63;58;26;6,36
Quinta;19/10/2023;13:49;56;58;26;0
Quinta;19/10/2023;13:49;63;58;26;1,39
Quinta;19/10/2023;13:49;56;58;26;0
Quinta;19/10/2023;13:49;64;58;26;1,1
Quinta;19/10/2023;13:49;56;58;26;0
Quinta;19/10/2023;13:49;62;58;26;1,93
Quinta;19/10/2023;13:50;56;58;26;0
Quinta;19/10/2023;13:50;62;58;26;7,24
Quinta;19/10/2023;13:50;56;58;26;0
Quinta;19/10/2023;13:50;62;58;26;3,45
Quinta;19/10/2023;13:50;56;58;26;0
Quinta;19/10/2023;13:50;62;58;26;5,82
Quinta;19/10/2023;13:50;56;58;26;0
Quinta;19/10/2023;13:50;62;58;26;1,79
Quinta;19/10/2023;13:50;56;58;26;0
Quinta;19/10/2023;13:50;62;58;26;0,91
Quinta;19/10/2023;13:50;56;58;26;0
Quinta;19/10/2023;13:50;62;58;26;3,79
Quinta;19/10/2023;13:50;56;58;26;0
Quinta;19/10/2023;13:50;62;58;26;1,09
Quinta;19/10/2023;13:50;56;58;26;0
Quinta;19/10/2023;13:50;63;58;26;6,8
Quinta;19/10/2023;13:50;56;58;26;0
Quinta;19/10/2023;13:50;62;58;26;0,47
Quinta;19/10/2023;13:50;56;58;26;0
Quinta;19/10/2023;13:50;62;58;26;2,45
Quinta;19/10/2023;13:50;57;58;26;0
Quinta;19/10/2023;13:50;62;58;26;0,64
Quinta;19/10/2023;13:50;57;58;26;0
Quinta;19/10/2023;13:50;62;58;26;2,9
Quinta;19/10/2023;13:51;56;58;26;0
Quinta;19/10/2023;13:51;62;58;26;1,98
Quinta;19/10/2023;13:51;56;58;26;0
Quinta;19/10/2023;13:51;62;58;26;2,35
Quinta;19/10/2023;13:51;56;58;26;0
Quinta;19/10/2023;13:51;63;58;26;3,05
Quinta;19/10/2023;13:51;56;58;26;0
Quinta;19/10/2023;13:51;62;58;26;1,23
Quinta;19/10/2023;13:51;56;58;26;0
Quinta;19/10/2023;13:51;62;58;26;4,03
Quinta;19/10/2023;13:51;56;58;26;0
Quinta;19/10/2023;13:51;63;58;26;1,15
Quinta;19/10/2023;13:51;56;58;26;0
Quinta;19/10/2023;13:51;62;58;26;0,82
Quinta;19/10/2023;13:51;56;58;26;0
Quinta;19/10/2023;13:51;62;58;26;6,35
Quinta;19/10/2023;13:51;56;58;26;0
Quinta;19/10/2023;13:51;66;58;26;2,64
Quinta;19/10/2023;13:51;56;58;26;0
Quinta;19/10/2023;13:51;62;58;26;4,62
Quinta;19/10/2023;13:51;56;57;26;0
Quinta;19/10/2023;13:51;62;57;26;2,89
Quinta;19/10/2023;13:51;56;57;26;0
Quinta;19/10/2023;13:51;62;57;26;1,19
Quinta;19/10/2023;13:51;56;57;26;0
Quinta;19/10/2023;13:51;62;57;26;2,11
Quinta;19/10/2023;13:52;56;58;25,9;0
Quinta;19/10/2023;13:52;62;58;25,9;1,52
Quinta;19/10/2023;13:52;56;58;25,9;0
Quinta;19/10/2023;13:52;62;58;25,9;2,43
Quinta;19/10/2023;13:52;56;58;25,9;0
Quinta;19/10/2023;13:52;62;58;25,9;1,54
Quinta;19/10/2023;13:52;56;58;25,9;0
Quinta;19/10/2023;13:52;63;58;25,9;1,78
Quinta;19/10/2023;13:52;56;58;25,9;0
Quinta;19/10/2023;13:52;62;58;25,9;0,73
Quinta;19/10/2023;13:52;56;58;26;0
Quinta;19/10/2023;13:52;62;58;26;2,74
Quinta;19/10/2023;13:52;56;58;26;0
Quinta;19/10/2023;13:52;62;58;26;6,86
Quinta;19/10/2023;13:52;56;58;26;0
Quinta;19/10/2023;13:52;62;58;26;0,88
Quinta;19/10/2023;13:52;56;58;26;0
Quinta;19/10/2023;13:52;62;58;26;0,73
Quinta;19/10/2023;13:52;56;58;26;0
Quinta;19/10/2023;13:52;62;58;26;1,17
Quinta;19/10/2023;13:52;56;58;26;0
Quinta;19/10/2023;13:52;63;58;26;3,61
Quinta;19/10/2023;13:52;56;58;26;0
Quinta;19/10/2023;13:52;62;58;26;2,23
Quinta;19/10/2023;13:52;56;58;26;0
Quinta;19/10/2023;13:52;62;58;26;0,68
Quinta;19/10/2023;13:52;56;58;25,9;0
Quinta;19/10/2023;13:52;62;58;25,9;4,08
Quinta;19/10/2023;13:53;56;58;25,9;0
Quinta;19/10/2023;13:53;62;58;25,9;0,48
Quinta;19/10/2023;13:53;56;58;25,9;0
Quinta;19/10/2023;13:53;62;58;25,9;0,35
Quinta;19/10/2023;13:53;56;58;25,9;0
Quinta;19/10/2023;13:53;62;58;25,9;0,64
Quinta;19/10/2023;13:53;56;58;25,9;0
Quinta;19/10/2023;13:53;63;58;25,9;2,18
Quinta;19/10/2023;13:53;56;58;26;0
Quinta;19/10/2023;13:53;63;58;26;1,52
Quinta;19/10/2023;13:53;55;58;26;0
Quinta;19/10/2023;13:53;62;58;26;0,86
Quinta;19/10/2023;13:53;56;58;26;0
Quinta;19/10/2023;13:53;66;58;26;0,61
Quinta;19/10/2023;13:53;56;58;26;0
Quinta;19/10/2023;13:53;64;58;26;1,74
Quinta;19/10/2023;13:53;56;58;26;0
Quinta;19/10/2023;13:53;63;58;26;0,73
Quinta;19/10/2023;13:53;56;58;26;0
Quinta;19/10/2023;13:53;62;58;26;0,33
Quinta;19/10/2023;13:53;56;58;26;0
Quinta;19/10/2023;13:53;62;58;26;0,45
Quinta;19/10/2023;13:53;56;58;26;0
Quinta;19/10/2023;13:53;63;58;26;0,69
Quinta;19/10/2023;13:53;56;58;26;0
Quinta;19/10/2023;13:53;63;58;26;1,33
Quinta;19/10/2023;13:53;56;58;26;0
Quinta;19/10/2023;13:53;62;58;26;1,17
Quinta;19/10/2023;13:53;56;58;26;0
Quinta;19/10/2023;13:53;62;58;26;0,42
Quinta;19/10/2023;13:53;56;58;26;0
Quinta;19/10/2023;13:53;62;58;26;0,79
Quinta;19/10/2023;13:54;56;58;26;0
Quinta;19/10/2023;13:54;62;58;26;1,03
Quinta;19/10/2023;13:54;56;58;26;0
Quinta;19/10/2023;13:54;63;58;26;2,64
Quinta;19/10/2023;13:54;56;58;26;0
Quinta;19/10/2023;13:54;62;58;26;1,25
Quinta;19/10/2023;13:54;56;58;26;0
Quinta;19/10/2023;13:54;62;58;26;0,62
Quinta;19/10/2023;13:54;56;58;26;0
Quinta;19/10/2023;13:54;65;58;26;2,38
Quinta;19/10/2023;13:54;56;58;26;0
Quinta;19/10/2023;13:54;62;58;26;0,67
Quinta;19/10/2023;13:54;56;58;26;0
Quinta;19/10/2023;13:54;63;58;26;1,44
Quinta;19/10/2023;13:54;56;58;26;0
Quinta;19/10/2023;13:54;63;58;26;1,25
Quinta;19/10/2023;13:54;56;57;26;0
Quinta;19/10/2023;13:54;63;57;26;0,53
Quinta;19/10/2023;13:54;56;57;26;0
Quinta;19/10/2023;13:54;64;57;26;0,61
Quinta;19/10/2023;13:54;56;57;26;0
Quinta;19/10/2023;13:54;65;57;26;1,28
Quinta;19/10/2023;13:54;57;57;25,9;0
Quinta;19/10/2023;13:54;62;57;25,9;0,85
Quinta;19/10/2023;13:54;57;57;25,9;0
Quinta;19/10/2023;13:54;64;57;25,9;1,14
Quinta;19/10/2023;13:54;56;57;25,9;0
Quinta;19/10/2023;13:54;62;57;25,9;1,48
Quinta;19/10/2023;13:54;56;57;25,9;0
Quinta;19/10/2023;13:54;62;57;25,9;1,41
Quinta;19/10/2023;13:55;56;58;25,9;0
Quinta;19/10/2023;13:55;62;58;25,9;3,16
Quinta;19/10/2023;13:55;56;58;25,9;0
Quinta;19/10/2023;13:55;62;58;25,9;1,07
Quinta;19/10/2023;13:55;56;58;26;0
Quinta;19/10/2023;13:55;63;58;26;0,79
Quinta;19/10/2023;13:55;56;58;26;0
Quinta;19/10/2023;13:55;62;58;26;1,26
Quinta;19/10/2023;13:55;56;58;26;0
Quinta;19/10/2023;13:55;63;58;26;3,43
Quinta;19/10/2023;13:55;63;58;26;0
Quinta;19/10/2023;13:55;56;58;26;0
Quinta;19/10/2023;13:55;63;58;26;1,44
Quinta;19/10/2023;13:55;56;58;26;0
Quinta;19/10/2023;13:55;63;58;26;3,79
Quinta;19/10/2023;13:55;56;58;26;0
Quinta;19/10/2023;13:55;62;58;26;0,86
Quinta;19/10/2023;13:55;56;58;26;0
Quinta;19/10/2023;13:55;63;58;26;2,74
Quinta;19/10/2023;13:55;56;58;26;0
Quinta;19/10/2023;13:55;62;58;26;1,02
Quinta;19/10/2023;13:55;56;58;26;0
Quinta;19/10/2023;13:55;62;58;26;1,34
Quinta;19/10/2023;13:55;56;58;26;0
Quinta;19/10/2023;13:55;62;58;26;1,65
Quinta;19/10/2023;13:55;56;58;26;0
Quinta;19/10/2023;13:55;63;58;26;1,28
Quinta;19/10/2023;13:55;56;58;26;0
Quinta;19/10/2023;13:55;63;58;26;0,45
Quinta;19/10/2023;13:56;56;58;26;0
Quinta;19/10/2023;13:56;62;58;26;1,3
Quinta;19/10/2023;13:56;57;58;26;0
Quinta;19/10/2023;13:56;63;58;26;0,68
Quinta;19/10/2023;13:56;57;58;26;0
Quinta;19/10/2023;13:56;62;58;26;1,28
Quinta;19/10/2023;13:56;56;58;26;0
Quinta;19/10/2023;13:56;63;58;26;0,55
Quinta;19/10/2023;13:56;57;58;26;0
Quinta;19/10/2023;13:56;63;58;26;0,5
Quinta;19/10/2023;13:56;57;58;26;0
Quinta;19/10/2023;13:56;62;58;26;0,35
Quinta;19/10/2023;13:56;57;58;26;0
Quinta;19/10/2023;13:56;62;58;26;0,47
Quinta;19/10/2023;13:56;57;58;26;0
Quinta;19/10/2023;13:56;62;58;26;0,33
Quinta;19/10/2023;13:56;57;58;26;0
Quinta;19/10/2023;13:56;63;58;26;0,42
Quinta;19/10/2023;13:56;57;58;25,9;0
Quinta;19/10/2023;13:56;62;58;25,9;0,48
Quinta;19/10/2023;13:56;57;58;25,9;0
Quinta;19/10/2023;13:56;62;58;25,9;1,47
Quinta;19/10/2023;13:56;57;58;25,9;0
Quinta;19/10/2023;13:56;62;58;25,9;1,77
Quinta;19/10/2023;13:56;57;58;25,9;0
Quinta;19/10/2023;13:56;62;58;25,9;0,59
Quinta;19/10/2023;13:56;57;58;25,9;0
Quinta;19/10/2023;13:56;62;58;25,9;0,4
Quinta;19/10/2023;13:56;57;58;25,9;0
Quinta;19/10/2023;13:56;62;58;25,9;1,1
Quinta;19/10/2023;13:56;57;58;25,9;0
Quinta;19/10/2023;13:56;62;58;25,9;0,96
Quinta;19/10/2023;13:56;57;58;26;0
Quinta;19/10/2023;13:56;63;58;26;0,77
Quinta;19/10/2023;13:57;57;58;26;0
Quinta;19/10/2023;13:57;62;58;26;1,11
Quinta;19/10/2023;13:57;57;58;26;0
Quinta;19/10/2023;13:57;62;58;26;0,43
Quinta;19/10/2023;13:57;57;58;26;0
Quinta;19/10/2023;13:57;63;58;26;0,56
Quinta;19/10/2023;13:57;57;58;26;0
Quinta;19/10/2023;13:57;62;58;26;0,97
Quinta;19/10/2023;13:57;57;58;26;0
Quinta;19/10/2023;13:57;62;58;26;1,68
Quinta;19/10/2023;13:57;57;58;26;0
Quinta;19/10/2023;13:57;62;58;26;0,75
Quinta;19/10/2023;13:57;57;58;26;0
Quinta;19/10/2023;13:57;62;58;26;1,94
Quinta;19/10/2023;13:57;57;58;26;0
Quinta;19/10/2023;13:57;62;58;26;1,02
Quinta;19/10/2023;13:57;57;58;26;0
Quinta;19/10/2023;13:57;62;58;26;0,52
Quinta;19/10/2023;13:57;57;58;26;0
Quinta;19/10/2023;13:57;62;58;26;0,6
Quinta;19/10/2023;13:57;57;58;26;0
Quinta;19/10/2023;13:57;62;58;26;1,14
Quinta;19/10/2023;13:57;57;58;26;0
Quinta;19/10/2023;13:57;62;58;26;1,02
Quinta;19/10/2023;13:57;57;58;26;0
Quinta;19/10/2023;13:57;62;58;26;0,63
Quinta;19/10/2023;13:57;57;58;26;0
Quinta;19/10/2023;13:57;62;58;26;0,74
Quinta;19/10/2023;13:57;58;58;25,9;0
Quinta;19/10/2023;13:57;63;58;25,9;2,47
Quinta;19/10/2023;13:58;57;58;25,9;0
Quinta;19/10/2023;13:58;62;58;25,9;1,31
Quinta;19/10/2023;13:58;56;58;25,9;0
Quinta;19/10/2023;13:58;63;58;25,9;1,63
Quinta;19/10/2023;13:58;57;58;25,9;0
Quinta;19/10/2023;13:58;62;58;25,9;1,85
Quinta;19/10/2023;13:58;56;58;25,9;0
Quinta;19/10/2023;13:58;62;58;25,9;1,26
Quinta;19/10/2023;13:58;56;58;25,9;0
Quinta;19/10/2023;13:58;62;58;25,9;0,74
Quinta;19/10/2023;13:58;56;58;25,9;0
Quinta;19/10/2023;13:58;63;58;25,9;1,96
Quinta;19/10/2023;13:58;56;58;26;0
Quinta;19/10/2023;13:58;62;58;26;1,04
Quinta;19/10/2023;13:58;56;58;26;0
Quinta;19/10/2023;13:58;62;58;26;4,19
Quinta;19/10/2023;13:58;56;58;26;0
Quinta;19/10/2023;13:58;62;58;26;3,63
Quinta;19/10/2023;13:58;56;58;26;0
Quinta;19/10/2023;13:58;63;58;26;0,73
Quinta;19/10/2023;13:58;56;58;26;0
Quinta;19/10/2023;13:58;62;58;26;1,6
Quinta;19/10/2023;13:58;56;58;26;0
Quinta;19/10/2023;13:58;63;58;26;0,68
Quinta;19/10/2023;13:58;56;58;26;0
Quinta;19/10/2023;13:58;63;58;26;1,45
Quinta;19/10/2023;13:58;56;58;26;0
Quinta;19/10/2023;13:58;62;58;26;4,56
Quinta;19/10/2023;13:59;56;58;26;0
Quinta;19/10/2023;13:59;64;58;26;1,24
Quinta;19/10/2023;13:59;56;58;25,9;0
Quinta;19/10/2023;13:59;63;58;25,9;4,23
Quinta;19/10/2023;13:59;56;58;25,9;0
Quinta;19/10/2023;13:59;62;58;25,9;2,79
Quinta;19/10/2023;13:59;56;58;25,9;0
Quinta;19/10/2023;13:59;63;58;25,9;4,82
Quinta;19/10/2023;13:59;56;57;25,9;0
Quinta;19/10/2023;13:59;62;57;25,9;1,49
Quinta;19/10/2023;13:59;56;57;25,9;0
Quinta;19/10/2023;13:59;62;57;25,9;3,17
Quinta;19/10/2023;13:59;56;57;25,9;0
Quinta;19/10/2023;13:59;63;57;25,9;0,33
Quinta;19/10/2023;13:59;56;57;25,9;0
Quinta;19/10/2023;13:59;62;57;25,9;0,79
Quinta;19/10/2023;13:59;56;58;25,9;0
Quinta;19/10/2023;13:59;63;58;25,9;3,54
Quinta;19/10/2023;13:59;56;58;25,9;0
Quinta;19/10/2023;13:59;62;58;25,9;0,39
Quinta;19/10/2023;13:59;56;58;25,9;0
Quinta;19/10/2023;13:59;62;58;25,9;1,94
Quinta;19/10/2023;13:59;56;58;26;0
Quinta;19/10/2023;13:59;64;58;26;1,85
Quinta;19/10/2023;13:59;56;58;26;0
Quinta;19/10/2023;13:59;62;58;26;1,42
Quinta;19/10/2023;13:59;56;58;26;0
Quinta;19/10/2023;13:59;62;58;26;0,58
Quinta;19/10/2023;14:00;56;58;26;0
Quinta;19/10/2023;14:00;63;58;26;5,09
Quinta;19/10/2023;14:00;55;58;26;0
Quinta;19/10/2023;14:00;62;58;26;5,14
Quinta;19/10/2023;14:00;55;58;26;0
Quinta;19/10/2023;14:00;62;58;26;5,78
Quinta;19/10/2023;14:00;55;58;26;0
Quinta;19/10/2023;14:00;63;58;26;2,8
Quinta;19/10/2023;14:00;55;58;26;0
Quinta;19/10/2023;14:00;62;58;26;3,92
Quinta;19/10/2023;14:00;55;58;26;0
Quinta;19/10/2023;14:00;64;58;26;3,93
Quinta;19/10/2023;14:00;55;58;26;0
Quinta;19/10/2023;14:00;62;58;26;8,89
Quinta;19/10/2023;14:00;55;58;26;0
Quinta;19/10/2023;14:00;62;58;26;1,48
Quinta;19/10/2023;14:00;55;58;26;0
Quinta;19/10/2023;14:00;62;58;26;0,33
Quinta;19/10/2023;14:00;55;58;26;0
Quinta;19/10/2023;14:00;62;58;26;3,16
Quinta;19/10/2023;14:00;55;58;26;0
Quinta;19/10/2023;14:00;63;58;26;9,17
Quinta;19/10/2023;14:01;55;58;26;0
Quinta;19/10/2023;14:01;62;58;26;5,08
Quinta;19/10/2023;14:01;55;58;26;0
Quinta;19/10/2023;14:01;62;58;26;2,77
Quinta;19/10/2023;14:01;55;58;26;0
Quinta;19/10/2023;14:01;62;58;26;5,13
Quinta;19/10/2023;14:01;55;58;26;0
Quinta;19/10/2023;14:01;62;58;26;2,28
Quinta;19/10/2023;14:01;55;58;26;0
Quinta;19/10/2023;14:01;62;58;26;4,86
Quinta;19/10/2023;14:01;55;58;26;0
Quinta;19/10/2023;14:01;62;58;26;1,75
Quinta;19/10/2023;14:01;55;58;26;0
Quinta;19/10/2023;14:01;62;58;26;27,64
Quinta;19/10/2023;14:01;55;58;26;0
Quinta;19/10/2023;14:01;62;58;26;38,92
Quinta;19/10/2023;14:02;55;58;26;0
Quinta;19/10/2023;14:02;62;58;26;73,02
Quinta;19/10/2023;14:03;54;58;26;0
Quinta;19/10/2023;14:03;62;58;26;41,14
Quinta;19/10/2023;14:03;54;58;26;0
Quinta;19/10/2023;14:03;62;58;26;11,12
Quinta;19/10/2023;14:03;54;58;26;0
Quinta;19/10/2023;14:03;62;58;26;22,61
Quinta;19/10/2023;14:03;54;58;26;0
Quinta;19/10/2023;14:03;62;58;26;32,72
Quinta;19/10/2023;14:04;54;58;25,9;0
Quinta;19/10/2023;14:04;63;58;25,9;20,87
Quinta;19/10/2023;14:04;55;58;25,9;0
Quinta;19/10/2023;14:04;63;58;25,9;8,41
Quinta;19/10/2023;14:04;55;58;25,9;0
Quinta;19/10/2023;14:04;62;58;25,9;1,24
Quinta;19/10/2023;14:04;55;58;25,9;0
Quinta;19/10/2023;14:04;62;58;25,9;1,97
Quinta;19/10/2023;14:04;55;58;25,9;0
Quinta;19/10/2023;14:04;63;58;25,9;3,66
Quinta;19/10/2023;14:04;55;58;25,9;0
Quinta;19/10/2023;14:04;62;58;25,9;25,63
Quinta;19/10/2023;14:05;54;58;26;0
Quinta;19/10/2023;14:05;62;58;26;3,43
Quinta;19/10/2023;14:05;54;58;25,9;0
Quinta;19/10/2023;14:05;62;58;25,9;13,45
Quinta;19/10/2023;14:05;62;58;25,9;0
Quinta;19/10/2023;14:05;54;58;25,9;0
Quinta;19/10/2023;14:05;62;58;25,9;22,3
Quinta;19/10/2023;14:05;54;58;25,9;0
Quinta;19/10/2023;14:05;62;58;25,9;46,9
Quinta;19/10/2023;14:06;54;58;26;0
Quinta;19/10/2023;14:06;62;58;26;4,81
Quinta;19/10/2023;14:06;54;58;26;0
Quinta;19/10/2023;14:06;62;58;26;23,53
Quinta;19/10/2023;14:06;55;58;25,9;0
Quinta;19/10/2023;14:06;62;58;25,9;0,48
Quinta;19/10/2023;14:06;54;58;26;0
Quinta;19/10/2023;14:06;62;58;26;20,47
Quinta;19/10/2023;14:06;54;58;26;0
Quinta;19/10/2023;14:06;62;58;26;6,3
Quinta;19/10/2023;14:07;54;58;25,9;0
Quinta;19/10/2023;14:07;62;58;25,9;4,68
Quinta;19/10/2023;14:07;54;58;25,9;0
Quinta;19/10/2023;14:07;62;58;25,9;14,82
Quinta;19/10/2023;14:07;54;58;25,9;0
Quinta;19/10/2023;14:07;62;58;25,9;12,4
Quinta;19/10/2023;14:07;54;58;25,9;0
Quinta;19/10/2023;14:07;62;58;25,9;22,05
Quinta;19/10/2023;14:07;54;58;25,9;0
Quinta;19/10/2023;14:07;62;58;25,9;3,2
Quinta;19/10/2023;14:07;54;58;25,9;0
Quinta;19/10/2023;14:07;63;58;25,9;5,87
Quinta;19/10/2023;14:08;54;58;26;0
Quinta;19/10/2023;14:08;64;58;26;1,34
Quinta;19/10/2023;14:08;54;58;26;0
Quinta;19/10/2023;14:08;62;58;26;2,03
Quinta;19/10/2023;14:08;54;58;26;0
Quinta;19/10/2023;14:08;64;58;26;14,11
Quinta;19/10/2023;14:08;54;58;26;0
Quinta;19/10/2023;14:08;62;58;26;12,01
Quinta;19/10/2023;14:08;54;58;26;0
Quinta;19/10/2023;14:08;62;58;26;47,99
Quinta;19/10/2023;14:09;54;57;26;0
Quinta;19/10/2023;14:09;62;57;26;37,2
Quinta;19/10/2023;14:09;54;58;26;0
Quinta;19/10/2023;14:09;62;58;26;48,91
Quinta;19/10/2023;14:09;54;58;26;0
Quinta;19/10/2023;14:09;62;58;26;79,38
Quinta;19/10/2023;14:10;53;58;26;0
Quinta;19/10/2023;14:10;63;58;26;9,86
Quinta;19/10/2023;14:10;54;57;26;0
Quinta;19/10/2023;14:10;64;57;26;60,46
Quinta;19/10/2023;14:11;54;57;26;0
Quinta;19/10/2023;14:11;62;57;26;53,21
Quinta;19/10/2023;14:12;54;58;26;0
Quinta;19/10/2023;14:12;62;58;26;101,34
Quinta;19/10/2023;14:13;54;58;26;0
Quinta;19/10/2023;14:13;62;58;26;26,23
Quinta;19/10/2023;14:13;54;58;26;0
Quinta;19/10/2023;14:13;62;58;26;14,8
Quinta;19/10/2023;14:13;54;58;26;0
Quinta;19/10/2023;14:13;62;58;26;37,71
Quinta;19/10/2023;14:14;53;58;26;0
Quinta;19/10/2023;14:14;66;58;26;51,15
Quinta;19/10/2023;14:14;53;58;26;0
Quinta;19/10/2023;14:14;62;58;26;57,91
Quinta;19/10/2023;14:15;54;58;26;0
Quinta;19/10/2023;14:15;62;58;26;15,98
Quinta;19/10/2023;14:15;54;58;26;0
Quinta;19/10/2023;14:15;62;58;26;110,24
Quinta;19/10/2023;14:15;62;58;26;0
Quinta;19/10/2023;14:16;54;58;26;0
Quinta;19/10/2023;14:16;62;58;26;15,31
Quinta;19/10/2023;14:16;54;57;25,9;0
Quinta;19/10/2023;14:16;62;57;25,9;22,02
Quinta;19/10/2023;14:16;54;58;25,9;0
Quinta;19/10/2023;14:16;62;58;25,9;22,37
Quinta;19/10/2023;14:17;54;58;25,9;0
Quinta;19/10/2023;14:17;62;58;25,9;62,01
Quinta;19/10/2023;14:17;53;58;25,9;0
Quinta;19/10/2023;14:17;62;58;25,9;19,99
Quinta;19/10/2023;14:18;54;58;25,9;0
Quinta;19/10/2023;14:18;66;58;25,9;86,19
Quinta;19/10/2023;14:18;54;58;25,9;0
Quinta;19/10/2023;14:18;62;58;25,9;61,15
Quinta;19/10/2023;14:19;54;58;25,9;0
Quinta;19/10/2023;14:19;62;58;25,9;4,28
Quinta;19/10/2023;14:19;54;57;25,9;0
Quinta;19/10/2023;14:19;62;57;25,9;5,92
Quinta;19/10/2023;14:19;53;57;25,9;0
Quinta;19/10/2023;14:19;65;57;25,9;176,79
Quinta;19/10/2023;14:21;53;57;25,9;0
Quinta;19/10/2023;14:21;62;57;25,9;8,73
Quinta;19/10/2023;14:21;53;57;25,9;0
Quinta;19/10/2023;14:21;62;57;25,9;18,79
Quinta;19/10/2023;14:21;53;57;25,9;0
Quinta;19/10/2023;14:21;62;57;25,9;64,57
Quinta;19/10/2023;14:22;53;57;25,9;0
Quinta;19/10/2023;14:22;62;57;25,9;31,06
Quinta;19/10/2023;14:22;53;57;25,9;0
Quinta;19/10/2023;14:22;63;57;25,9;50,36
Quinta;19/10/2023;14:23;53;57;25,9;0
Quinta;19/10/2023;14:23;62;57;25,9;13,79
Quinta;19/10/2023;14:23;53;57;25,9;0
Quinta;19/10/2023;14:23;62;57;25,9;11,62
Quinta;19/10/2023;14:23;53;57;25,9;0
Quinta;19/10/2023;14:23;62;57;25,9;4,82
Quinta;19/10/2023;14:23;53;57;25,9;0
Quinta;19/10/2023;14:23;62;57;25,9;14,64
Quinta;19/10/2023;14:24;53;57;25,9;0
Quinta;19/10/2023;14:24;63;57;25,9;47,92
Quinta;19/10/2023;14:24;53;57;25,9;0
Quinta;19/10/2023;14:24;63;57;25,9;96,24
Quinta;19/10/2023;14:25;53;57;25,9;0
Quinta;19/10/2023;14:25;62;57;25,9;94,89
Quinta;19/10/2023;14:25;62;57;25,9;0
Quinta;19/10/2023;14:26;54;57;25,9;0
Quinta;19/10/2023;14:26;62;57;25,9;20,07
Quinta;19/10/2023;14:26;53;57;25,9;0
Quinta;19/10/2023;14:26;63;57;25,9;18,68
Quinta;19/10/2023;14:27;53;57;25,9;0
Quinta;19/10/2023;14:27;62;57;25,9;37,28
Quinta;19/10/2023;14:27;53;57;25,9;0
Quinta;19/10/2023;14:27;62;57;25,9;114,51
Quinta;19/10/2023;14:28;54;57;25,9;0
Quinta;19/10/2023;14:28;62;57;25,9;64,02
Quinta;19/10/2023;14:29;53;57;25,9;0
Quinta;19/10/2023;14:29;62;57;25,9;22,39
Quinta;19/10/2023;14:29;53;57;25,9;0
Quinta;19/10/2023;14:29;62;57;25,9;21,92
Quinta;19/10/2023;14:29;53;57;25,9;0
Quinta;19/10/2023;14:29;63;57;25,9;71
Quinta;19/10/2023;14:30;53;57;25,9;0
Quinta;19/10/2023;14:30;62;57;25,9;49,59
Quinta;19/10/2023;14:31;53;57;25,9;0
Quinta;19/10/2023;14:31;62;57;25,9;0,75
Quinta;19/10/2023;14:31;53;57;25,9;0
Quinta;19/10/2023;14:31;62;57;25,9;14,75
Quinta;19/10/2023;14:31;53;57;25,9;0
Quinta;19/10/2023;14:31;63;57;25,9;47,74
Quinta;19/10/2023;14:31;53;57;25,9;0
Quinta;19/10/2023;14:31;62;57;25,9;117,89
Quinta;19/10/2023;14:32;54;57;25,9;0
Quinta;19/10/2023;14:32;63;57;25,9;84,06
Quinta;19/10/2023;14:33;53;57;25,9;0
Quinta;19/10/2023;14:33;62;57;25,9;22,21
Quinta;19/10/2023;14:34;53;57;25,9;0
Quinta;19/10/2023;14:34;62;57;25,9;45,8
Quinta;19/10/2023;14:34;53;57;25,9;0
Quinta;19/10/2023;14:34;63;57;25,9;41,33
Quinta;19/10/2023;14:35;53;57;25,9;0
Quinta;19/10/2023;14:35;63;57;25,9;121,92
Quinta;19/10/2023;14:36;54;57;25,9;0
Quinta;19/10/2023;14:36;63;57;25,9;66,17
